Job Title,Years of Experience,Company Size,Industry,Location,Website Visits,Resources Downloaded,Attended Webinar,Email Open Rate,Email Click Rate,Responded to Survey,Days Since Last Interaction,Positive Lead
Manager,18,Medium,IT,Rural,50,0,0,0.12,0.08,0,8,1
Manager,27,Medium,Healthcare,Urban,45,0,0,0.06,0.07,0,6,0
Consultant,25,Small,Retail,Rural,0,0,0,0.16,0.09,0,0,0
Consultant,17,Small,Finance,Suburban,9,0,0,0.02,0.0,0,29,0
Assistant,7,Large,Retail,Rural,34,0,0,0.15,0.02,0,1,0
Executive,11,Small,IT,Urban,9,0,0,0.09,0.06,0,26,0
Assistant,0,Medium,Retail,Rural,32,0,0,0.04,0.01,0,11,0
Consultant,18,Large,IT,Rural,14,0,0,0.03,0.0,0,10,0
Assistant,15,Medium,Finance,Rural,21,0,0,0.16,0.02,0,5,0
Executive,22,Large,IT,Urban,20,1,0,0.16,0.05,0,13,0
Director,4,Medium,Healthcare,Suburban,22,0,0,0.14,0.1,0,29,0
Executive,10,Medium,Healthcare,Suburban,40,0,0,0.19,0.0,0,17,0
Assistant,9,Medium,Finance,Rural,9,0,0,0.18,0.1,0,24,0
Executive,0,Large,IT,Rural,24,0,0,0.05,0.0,0,25,0
Director,26,Medium,Manufacturing,Rural,22,0,0,0.11,0.01,0,12,0
Executive,16,Small,Manufacturing,Rural,43,0,0,0.15,0.05,0,30,0
Director,5,Large,Finance,Urban,22,0,0,0.07,0.05,0,4,0
Consultant,2,Medium,Finance,Urban,37,1,0,0.15,0.01,0,29,0
Manager,6,Medium,Healthcare,Urban,46,0,0,0.17,0.1,0,4,0
Director,4,Medium,Healthcare,Rural,42,0,0,0.08,0.02,0,21,0
Consultant,17,Large,Finance,Rural,19,0,0,0.12,0.07,0,8,0
Director,27,Small,IT,Suburban,5,0,0,0.05,0.0,0,25,0
Consultant,4,Medium,Retail,Urban,28,0,0,0.05,0.09,0,30,0
Consultant,4,Large,IT,Rural,2,0,0,0.08,0.04,0,0,0
Consultant,19,Small,Manufacturing,Suburban,2,0,0,0.19,0.04,0,11,0
Consultant,20,Large,Healthcare,Urban,4,0,0,0.19,0.01,0,25,0
Executive,17,Large,Healthcare,Urban,45,1,0,0.19,0.01,0,10,1
Consultant,27,Small,Finance,Suburban,50,0,0,0.19,0.01,0,25,0
Consultant,25,Large,Manufacturing,Suburban,31,0,0,0.17,0.05,0,21,0
Manager,1,Large,IT,Suburban,49,1,0,0.1,0.01,0,28,0
Manager,7,Small,Manufacturing,Rural,42,0,0,0.08,0.0,0,1,0
Consultant,0,Medium,Retail,Urban,49,1,0,0.17,0.05,0,30,0
Consultant,15,Large,Retail,Suburban,13,0,0,0.05,0.05,0,5,0
Executive,26,Large,Finance,Rural,1,0,0,0.07,0.1,0,10,0
Executive,26,Medium,Retail,Rural,38,0,0,0.1,0.06,0,7,0
Consultant,29,Medium,IT,Suburban,20,0,0,0.02,0.1,0,21,0
Manager,6,Medium,Manufacturing,Suburban,9,0,0,0.06,0.06,0,2,0
Consultant,20,Small,IT,Suburban,37,0,0,0.05,0.01,0,7,0
Manager,18,Medium,Finance,Suburban,35,0,0,0.12,0.02,0,8,0
Executive,26,Small,Healthcare,Rural,50,1,0,0.12,0.02,0,7,1
Director,8,Medium,IT,Suburban,30,0,0,0.05,0.08,0,16,0
Assistant,0,Small,IT,Rural,50,0,0,0.16,0.06,0,19,0
Director,10,Large,Healthcare,Rural,29,0,0,0.2,0.07,1,4,1
Director,8,Small,Healthcare,Suburban,49,0,0,0.19,0.1,0,9,0
Executive,17,Large,IT,Suburban,23,0,0,0.12,0.07,0,30,0
Executive,1,Medium,Finance,Urban,25,0,0,0.07,0.01,0,17,0
Manager,11,Small,Manufacturing,Urban,13,0,0,0.15,0.1,0,26,0
Executive,10,Small,Healthcare,Rural,43,0,0,0.18,0.01,0,29,0
Manager,8,Small,Retail,Suburban,35,0,0,0.19,0.04,0,20,0
Manager,22,Small,Finance,Suburban,39,0,0,0.0,0.1,0,21,0
Executive,9,Large,Retail,Urban,32,1,0,0.17,0.06,0,25,0
Executive,8,Medium,Manufacturing,Rural,25,0,1,0.1,0.0,0,3,1
Consultant,4,Small,Manufacturing,Rural,36,0,0,0.01,0.08,0,23,0
Manager,15,Large,Manufacturing,Urban,12,0,0,0.09,0.1,0,28,0
Director,5,Small,Retail,Urban,45,0,0,0.19,0.0,0,13,0
Manager,21,Medium,Finance,Rural,32,0,0,0.0,0.04,0,30,0
Director,21,Medium,IT,Urban,0,0,0,0.17,0.07,0,20,0
Assistant,25,Small,Retail,Urban,22,0,0,0.03,0.09,0,12,0
Manager,10,Small,IT,Rural,31,0,0,0.12,0.06,0,23,0
Director,3,Medium,Manufacturing,Suburban,20,0,0,0.16,0.03,0,23,0
Executive,1,Large,Retail,Urban,10,0,0,0.09,0.07,0,15,0
Consultant,15,Small,Healthcare,Urban,9,0,0,0.05,0.04,0,17,0
Assistant,1,Large,IT,Rural,43,0,0,0.19,0.05,0,29,0
Assistant,22,Small,IT,Suburban,9,0,0,0.04,0.03,0,12,0
Executive,26,Small,Manufacturing,Suburban,29,0,0,0.05,0.0,0,12,0
Director,3,Large,Finance,Urban,2,0,0,0.1,0.04,0,27,0
Director,2,Medium,IT,Suburban,50,0,0,0.15,0.05,0,12,0
Manager,27,Medium,Manufacturing,Suburban,33,1,0,0.09,0.01,0,0,1
Consultant,12,Medium,Healthcare,Suburban,32,0,0,0.2,0.0,0,3,0
Executive,20,Small,Finance,Rural,15,0,0,0.11,0.09,0,19,0
Executive,0,Medium,Manufacturing,Urban,3,0,0,0.15,0.0,0,7,0
Executive,26,Large,Healthcare,Urban,8,0,0,0.15,0.01,0,23,0
Director,23,Medium,Retail,Suburban,0,0,0,0.19,0.09,0,28,0
Executive,25,Medium,Retail,Rural,44,0,0,0.12,0.07,0,13,0
Consultant,18,Medium,Finance,Urban,15,0,0,0.03,0.01,0,11,0
Director,27,Large,Manufacturing,Urban,49,0,0,0.03,0.1,0,3,1
Consultant,6,Medium,Retail,Rural,6,0,0,0.11,0.02,0,28,0
Executive,28,Medium,Manufacturing,Urban,42,0,0,0.14,0.1,0,18,0
Manager,30,Medium,Finance,Rural,33,1,0,0.06,0.02,0,30,0
Director,3,Small,Healthcare,Urban,48,0,0,0.12,0.0,0,12,0
Manager,21,Medium,Finance,Rural,35,0,0,0.19,0.03,0,15,0
Executive,20,Large,Finance,Rural,41,0,0,0.02,0.03,0,0,0
Consultant,18,Large,Healthcare,Urban,36,0,0,0.14,0.0,0,16,0
Consultant,27,Medium,Manufacturing,Suburban,1,1,0,0.04,0.09,0,24,0
Director,29,Medium,IT,Urban,8,0,0,0.04,0.1,0,2,0
Manager,24,Medium,Healthcare,Urban,38,0,0,0.12,0.03,0,19,0
Executive,2,Small,Healthcare,Urban,36,1,0,0.06,0.02,0,5,0
Consultant,4,Small,Retail,Urban,45,0,0,0.08,0.01,0,8,0
Assistant,28,Small,IT,Urban,48,0,0,0.1,0.06,0,22,0
Assistant,21,Small,Finance,Urban,49,0,0,0.13,0.09,0,23,0
Manager,6,Medium,Retail,Suburban,46,0,0,0.12,0.08,0,14,0
Director,29,Medium,Finance,Rural,30,0,0,0.1,0.06,0,10,0
Assistant,5,Small,Retail,Suburban,15,0,0,0.12,0.07,0,24,0
Assistant,12,Medium,Retail,Suburban,9,0,0,0.18,0.02,0,21,0
Manager,24,Small,Finance,Urban,26,0,0,0.1,0.09,0,8,0
Director,13,Small,IT,Rural,21,0,0,0.08,0.05,1,2,1
Consultant,28,Medium,Manufacturing,Rural,18,0,0,0.06,0.1,0,30,0
Assistant,22,Small,IT,Suburban,28,0,0,0.09,0.03,0,28,0
Consultant,16,Small,Finance,Suburban,49,0,0,0.06,0.09,0,24,0
Director,27,Medium,Finance,Urban,44,0,0,0.02,0.06,0,27,0
Manager,25,Small,IT,Rural,16,0,0,0.12,0.0,0,3,0
Manager,29,Large,Healthcare,Rural,37,1,0,0.2,0.09,0,12,0
Manager,2,Large,Retail,Suburban,27,0,0,0.16,0.05,0,11,0
Consultant,17,Small,Manufacturing,Urban,27,0,0,0.13,0.09,0,3,0
Director,14,Medium,Finance,Urban,17,0,1,0.2,0.03,0,20,1
Director,22,Medium,Healthcare,Urban,46,0,0,0.2,0.05,0,21,0
Consultant,26,Small,IT,Suburban,5,0,0,0.18,0.08,0,27,0
Consultant,10,Medium,Manufacturing,Rural,25,0,0,0.05,0.08,0,16,0
Manager,28,Medium,Healthcare,Rural,3,0,1,0.07,0.02,0,16,0
Assistant,1,Medium,Manufacturing,Urban,23,0,0,0.2,0.04,0,21,0
Director,18,Large,Manufacturing,Suburban,49,0,0,0.1,0.06,0,0,0
Director,7,Large,Manufacturing,Suburban,39,0,0,0.0,0.02,0,22,0
Executive,22,Medium,Retail,Rural,38,0,0,0.0,0.07,0,14,0
Consultant,10,Medium,IT,Suburban,31,0,0,0.12,0.05,0,10,0
Assistant,1,Small,IT,Rural,29,0,0,0.08,0.07,0,12,0
Manager,0,Small,Healthcare,Urban,46,0,0,0.04,0.0,0,0,0
Assistant,10,Medium,IT,Suburban,39,0,0,0.09,0.07,0,16,0
Director,26,Small,Retail,Rural,49,0,0,0.14,0.05,0,27,0
Manager,1,Large,IT,Urban,18,0,0,0.03,0.01,0,1,0
Assistant,17,Large,IT,Rural,25,0,0,0.11,0.03,0,2,0
Director,12,Medium,Manufacturing,Suburban,46,0,0,0.17,0.03,0,11,0
Assistant,9,Small,Healthcare,Rural,41,0,0,0.01,0.03,0,21,0
Manager,2,Medium,IT,Urban,37,0,0,0.0,0.05,0,24,0
Executive,14,Large,Healthcare,Suburban,17,0,0,0.09,0.04,0,30,0
Manager,25,Small,Manufacturing,Urban,28,0,0,0.05,0.1,0,10,0
Assistant,14,Small,Retail,Suburban,19,0,1,0.09,0.05,0,12,1
Consultant,29,Small,Retail,Rural,4,0,1,0.16,0.08,0,15,1
Executive,16,Large,Retail,Urban,16,1,0,0.2,0.09,0,8,0
Assistant,4,Medium,Manufacturing,Rural,23,0,0,0.18,0.07,0,7,0
Executive,28,Small,Retail,Rural,31,0,0,0.04,0.06,0,27,0
Director,5,Large,Retail,Urban,37,0,0,0.06,0.09,0,8,0
Manager,1,Large,Retail,Suburban,1,0,0,0.12,0.1,0,1,0
Director,19,Large,Retail,Rural,9,0,0,0.1,0.03,0,25,0
Consultant,0,Medium,Retail,Urban,42,0,0,0.13,0.08,0,10,0
Executive,20,Medium,Finance,Rural,25,0,0,0.17,0.02,0,11,0
Consultant,17,Medium,Healthcare,Rural,25,0,0,0.16,0.0,0,19,0
Executive,22,Small,Manufacturing,Urban,27,0,0,0.1,0.06,1,1,1
Director,23,Small,Healthcare,Rural,38,0,0,0.03,0.04,0,14,0
Director,27,Large,Retail,Urban,46,0,0,0.06,0.04,0,17,0
Assistant,1,Large,Manufacturing,Suburban,42,0,0,0.19,0.1,0,12,0
Director,11,Medium,Retail,Rural,35,0,0,0.02,0.06,0,30,0
Executive,29,Large,Healthcare,Rural,24,0,0,0.02,0.1,0,29,0
Director,13,Small,Finance,Suburban,11,1,0,0.13,0.05,0,29,0
Director,21,Small,Retail,Suburban,26,0,0,0.0,0.0,0,6,0
Consultant,19,Small,Manufacturing,Suburban,9,0,0,0.15,0.0,0,20,0
Executive,9,Medium,Finance,Rural,47,0,0,0.07,0.1,0,23,0
Consultant,22,Large,Retail,Rural,2,0,0,0.12,0.01,0,14,0
Manager,18,Small,Manufacturing,Suburban,23,0,1,0.15,0.0,0,3,1
Executive,2,Medium,Finance,Suburban,12,0,0,0.15,0.09,0,1,0
Executive,1,Medium,Manufacturing,Urban,18,0,0,0.09,0.08,0,25,0
Assistant,10,Medium,Finance,Urban,7,0,0,0.15,0.08,0,21,0
Executive,12,Small,Manufacturing,Rural,41,0,0,0.16,0.04,0,12,0
Assistant,1,Small,Manufacturing,Suburban,37,0,0,0.07,0.05,0,19,0
Manager,15,Medium,Manufacturing,Rural,7,0,0,0.05,0.04,0,20,0
Executive,1,Large,Retail,Suburban,45,1,0,0.12,0.05,0,3,1
Consultant,19,Medium,Manufacturing,Rural,5,0,0,0.07,0.04,0,26,0
Executive,9,Medium,IT,Rural,31,0,0,0.1,0.02,0,25,0
Manager,18,Large,Healthcare,Suburban,12,1,0,0.08,0.01,0,24,0
Consultant,6,Small,Healthcare,Urban,1,1,0,0.19,0.06,0,30,0
Director,12,Small,Manufacturing,Suburban,26,0,0,0.12,0.08,0,9,0
Assistant,29,Small,Finance,Suburban,5,0,0,0.2,0.04,0,12,0
Executive,23,Small,Manufacturing,Suburban,50,0,0,0.15,0.05,0,25,0
Manager,21,Medium,Finance,Urban,2,0,0,0.0,0.06,0,24,0
Consultant,3,Small,Manufacturing,Rural,12,1,0,0.08,0.02,0,5,0
Assistant,29,Small,Manufacturing,Rural,31,0,0,0.06,0.1,0,19,0
Assistant,17,Small,Retail,Suburban,31,0,0,0.16,0.01,0,27,0
Manager,15,Large,Healthcare,Rural,3,0,0,0.16,0.05,0,19,0
Assistant,18,Medium,Healthcare,Urban,19,0,0,0.2,0.02,0,26,0
Executive,17,Large,Healthcare,Rural,17,0,0,0.03,0.08,0,6,0
Consultant,9,Small,IT,Rural,10,0,0,0.09,0.07,0,0,0
Manager,11,Small,Healthcare,Urban,1,0,0,0.07,0.04,0,29,0
Assistant,7,Medium,IT,Urban,5,0,0,0.05,0.0,0,30,0
Manager,24,Small,Finance,Urban,2,1,0,0.07,0.05,0,8,0
Manager,22,Small,Manufacturing,Suburban,38,0,0,0.04,0.04,0,12,0
Director,14,Large,Manufacturing,Suburban,5,0,0,0.17,0.04,0,4,0
Consultant,24,Large,Finance,Urban,37,0,0,0.17,0.02,0,30,0
Executive,9,Large,Manufacturing,Suburban,3,0,0,0.13,0.1,0,17,0
Director,5,Medium,Retail,Suburban,44,0,0,0.16,0.1,0,3,0
Director,2,Large,Healthcare,Urban,23,0,0,0.16,0.07,0,22,0
Manager,1,Small,Retail,Suburban,45,0,0,0.15,0.0,0,28,0
Assistant,2,Medium,Manufacturing,Suburban,16,1,0,0.02,0.0,0,26,0
Director,23,Small,Retail,Urban,24,0,0,0.08,0.09,0,3,0
Consultant,15,Small,Retail,Urban,23,0,0,0.16,0.06,0,25,0
Executive,2,Small,Healthcare,Rural,38,0,0,0.04,0.09,0,1,0
Director,15,Medium,IT,Suburban,0,0,0,0.18,0.03,0,22,0
Assistant,16,Small,Finance,Urban,41,0,0,0.17,0.02,0,12,0
Consultant,13,Large,Manufacturing,Urban,10,0,0,0.13,0.07,0,22,0
Assistant,12,Large,Finance,Urban,10,0,0,0.04,0.08,0,29,0
Director,11,Small,Finance,Rural,38,1,0,0.18,0.01,0,26,0
Assistant,21,Medium,Finance,Urban,12,0,0,0.2,0.08,0,20,0
Manager,6,Large,IT,Suburban,25,0,0,0.11,0.06,0,21,0
Manager,0,Large,Manufacturing,Rural,50,0,0,0.06,0.1,0,15,0
Executive,25,Large,Healthcare,Suburban,43,1,0,0.2,0.02,0,23,0
Executive,11,Medium,IT,Rural,25,0,0,0.03,0.07,0,28,0
Executive,17,Medium,IT,Suburban,13,0,0,0.18,0.03,0,11,0
Assistant,9,Medium,IT,Urban,29,0,0,0.11,0.05,0,28,0
Manager,16,Small,Retail,Rural,17,0,0,0.13,0.05,0,14,0
Director,11,Large,Healthcare,Rural,1,0,0,0.03,0.0,0,28,0
Consultant,25,Large,IT,Urban,16,0,0,0.04,0.03,0,22,0
Manager,24,Large,IT,Suburban,14,0,0,0.1,0.07,0,13,0
Executive,28,Large,IT,Suburban,37,0,0,0.03,0.04,0,27,0
Assistant,5,Small,Manufacturing,Rural,30,0,0,0.05,0.07,0,7,0
Consultant,22,Large,Finance,Rural,10,0,0,0.02,0.07,0,0,0
Consultant,16,Large,Manufacturing,Suburban,7,0,0,0.02,0.08,0,11,0
Executive,23,Large,Healthcare,Rural,12,0,0,0.1,0.02,0,7,0
Manager,10,Medium,Healthcare,Rural,19,0,0,0.2,0.02,0,4,0
Manager,25,Large,IT,Suburban,2,0,0,0.08,0.04,0,0,0
Assistant,17,Large,Retail,Urban,11,0,0,0.02,0.08,0,24,0
Consultant,13,Medium,Retail,Urban,6,0,0,0.01,0.07,0,28,0
Manager,18,Medium,Healthcare,Suburban,18,0,0,0.18,0.1,0,0,0
Manager,16,Large,Retail,Rural,38,0,0,0.02,0.05,0,16,0
Consultant,28,Large,IT,Rural,25,0,0,0.14,0.07,0,18,0
Assistant,6,Large,Healthcare,Suburban,4,1,0,0.1,0.08,0,10,0
Director,26,Small,Retail,Urban,15,0,0,0.03,0.03,0,1,0
Consultant,0,Medium,Healthcare,Suburban,45,0,0,0.1,0.06,0,21,0
Director,7,Small,Healthcare,Suburban,49,0,0,0.02,0.07,0,2,0
Director,6,Large,Manufacturing,Urban,7,0,0,0.02,0.1,0,16,0
Assistant,4,Medium,Healthcare,Urban,22,0,0,0.03,0.0,0,21,0
Assistant,22,Small,IT,Rural,28,0,0,0.18,0.05,0,23,0
Manager,26,Medium,Finance,Urban,0,0,0,0.19,0.04,0,6,0
Director,30,Large,Healthcare,Rural,33,0,0,0.18,0.02,0,8,0
Assistant,22,Small,Healthcare,Rural,23,0,0,0.06,0.08,0,5,0
Assistant,14,Small,Retail,Rural,22,0,0,0.17,0.02,0,18,0
Director,4,Small,Finance,Suburban,5,0,0,0.2,0.06,0,2,0
Executive,21,Medium,IT,Urban,0,0,0,0.08,0.04,0,9,0
Consultant,20,Small,Retail,Rural,19,0,0,0.17,0.05,0,7,0
Director,29,Large,Retail,Urban,34,1,0,0.01,0.04,0,8,1
Assistant,18,Large,IT,Suburban,29,0,0,0.0,0.0,0,19,0
Manager,13,Large,Retail,Urban,16,0,0,0.04,0.08,0,28,0
Assistant,26,Large,Finance,Suburban,11,0,0,0.2,0.04,0,8,0
Manager,13,Medium,Finance,Urban,42,0,0,0.11,0.02,0,26,0
Executive,30,Medium,Retail,Urban,48,0,0,0.0,0.1,0,9,0
Executive,26,Medium,Manufacturing,Suburban,30,0,0,0.09,0.09,0,3,0
Assistant,3,Large,Manufacturing,Suburban,21,1,0,0.14,0.0,0,28,0
Executive,4,Large,Retail,Rural,20,0,1,0.08,0.09,0,16,1
Executive,14,Large,Healthcare,Suburban,50,0,0,0.12,0.07,0,15,0
Consultant,22,Medium,IT,Rural,9,0,0,0.12,0.01,0,12,0
Executive,13,Large,Manufacturing,Urban,17,0,0,0.15,0.03,0,9,0
Director,2,Small,IT,Suburban,33,0,0,0.05,0.02,0,25,0
Consultant,19,Large,Healthcare,Suburban,26,0,0,0.16,0.02,0,15,0
Assistant,21,Small,Finance,Rural,10,0,0,0.04,0.0,0,0,0
Director,22,Medium,Finance,Rural,12,0,0,0.14,0.03,0,28,0
Executive,13,Medium,IT,Suburban,20,0,0,0.14,0.07,0,24,0
Assistant,10,Small,Healthcare,Rural,21,0,0,0.11,0.01,0,25,0
Assistant,20,Medium,IT,Suburban,13,0,0,0.11,0.06,0,16,0
Director,21,Large,Retail,Suburban,15,0,0,0.08,0.1,0,23,0
Manager,29,Large,IT,Suburban,40,0,0,0.15,0.1,0,24,0
Director,9,Small,Retail,Rural,1,0,0,0.02,0.09,0,5,0
Consultant,28,Medium,IT,Urban,42,0,0,0.02,0.04,0,1,0
Consultant,1,Medium,Retail,Suburban,7,0,0,0.2,0.01,0,16,0
Manager,30,Small,Retail,Suburban,18,0,0,0.15,0.05,0,20,0
Director,11,Small,Healthcare,Rural,21,1,0,0.03,0.01,0,23,0
Director,13,Large,Manufacturing,Suburban,14,0,0,0.1,0.07,0,19,0
Consultant,8,Large,IT,Rural,19,0,1,0.11,0.04,0,0,1
Manager,22,Small,IT,Suburban,35,0,0,0.16,0.1,0,9,0
Consultant,13,Large,IT,Urban,36,0,0,0.0,0.05,0,0,0
Manager,21,Small,Finance,Rural,27,0,0,0.05,0.0,0,24,0
Director,8,Small,IT,Urban,32,0,0,0.01,0.0,0,7,0
Assistant,22,Large,Retail,Urban,19,0,0,0.0,0.09,0,20,0
Assistant,19,Large,Retail,Rural,23,0,0,0.07,0.07,0,25,0
Director,2,Large,Finance,Urban,34,0,0,0.09,0.0,0,3,0
Executive,3,Medium,Retail,Suburban,26,0,0,0.08,0.04,0,12,0
Manager,30,Large,Finance,Urban,37,0,0,0.13,0.0,0,24,0
Executive,4,Medium,Healthcare,Rural,34,0,0,0.19,0.01,0,8,0
Director,25,Medium,IT,Urban,22,0,0,0.11,0.07,0,12,0
Executive,0,Small,Retail,Urban,9,0,0,0.04,0.0,0,15,0
Consultant,2,Small,Manufacturing,Suburban,6,0,0,0.02,0.07,0,15,0
Manager,30,Small,Manufacturing,Rural,40,0,0,0.07,0.06,0,5,0
Executive,28,Small,Finance,Rural,17,0,0,0.1,0.07,0,15,0
Director,30,Medium,Finance,Rural,39,0,0,0.09,0.0,0,19,0
Manager,14,Small,Manufacturing,Urban,49,0,0,0.16,0.02,0,28,0
Manager,21,Small,Healthcare,Suburban,0,0,1,0.14,0.01,0,10,1
Manager,21,Medium,Retail,Rural,24,1,0,0.04,0.1,0,16,0
Executive,10,Small,Healthcare,Suburban,2,1,0,0.12,0.03,0,27,0
Assistant,9,Small,Healthcare,Urban,31,0,0,0.09,0.1,0,24,0
Assistant,20,Large,Manufacturing,Suburban,4,0,0,0.0,0.05,0,1,0
Manager,14,Medium,Manufacturing,Urban,48,0,0,0.11,0.02,0,20,0
Consultant,17,Large,Manufacturing,Urban,34,0,0,0.05,0.08,0,25,0
Executive,16,Large,Retail,Rural,2,0,0,0.02,0.06,0,8,0
Executive,12,Large,Manufacturing,Urban,18,1,0,0.06,0.06,0,28,0
Assistant,25,Large,Retail,Rural,3,0,0,0.01,0.01,0,5,0
Consultant,27,Large,Healthcare,Rural,26,0,0,0.06,0.01,0,23,0
Director,1,Medium,Finance,Suburban,38,0,0,0.2,0.01,0,1,0
Manager,20,Small,Manufacturing,Rural,24,0,0,0.15,0.04,0,21,0
Executive,12,Small,Retail,Rural,7,0,0,0.03,0.04,0,19,0
Executive,28,Small,IT,Suburban,2,0,0,0.14,0.02,0,4,0
Executive,15,Medium,Manufacturing,Suburban,39,0,0,0.1,0.0,0,7,0
Consultant,30,Small,Manufacturing,Suburban,29,0,0,0.19,0.03,0,0,0
Director,4,Small,Manufacturing,Rural,44,0,0,0.02,0.09,0,28,0
Manager,5,Large,Healthcare,Urban,37,0,0,0.09,0.01,1,5,1
Director,5,Small,Healthcare,Suburban,44,0,0,0.15,0.1,0,1,0
Assistant,19,Large,Retail,Rural,15,0,0,0.16,0.02,1,10,1
Director,8,Medium,Finance,Suburban,25,0,0,0.07,0.0,0,0,0
Consultant,20,Large,Retail,Suburban,24,0,0,0.0,0.03,0,2,0
Consultant,17,Small,Manufacturing,Urban,21,0,0,0.19,0.06,0,24,0
Executive,26,Large,Retail,Urban,49,1,0,0.04,0.08,0,28,0
Executive,19,Large,Healthcare,Rural,19,0,0,0.01,0.07,0,17,0
Consultant,3,Large,IT,Urban,14,0,0,0.2,0.01,0,25,0
Assistant,0,Small,Finance,Urban,40,1,1,0.09,0.08,0,5,1
Director,11,Small,Finance,Rural,47,0,0,0.09,0.02,0,30,0
Assistant,28,Small,Manufacturing,Urban,26,0,0,0.12,0.05,0,13,0
Executive,6,Medium,IT,Urban,42,0,0,0.08,0.1,0,13,0
Consultant,7,Medium,Finance,Suburban,27,0,0,0.04,0.08,0,30,0
Consultant,6,Small,Manufacturing,Suburban,27,0,0,0.09,0.05,0,20,0
Assistant,12,Small,Retail,Rural,10,0,0,0.12,0.04,0,11,0
Director,9,Medium,Finance,Rural,38,0,0,0.16,0.05,0,0,0
Assistant,19,Medium,IT,Rural,20,1,0,0.09,0.09,0,20,0
Consultant,1,Large,Finance,Urban,8,0,0,0.01,0.0,0,15,0
Assistant,30,Small,Healthcare,Suburban,18,1,1,0.02,0.03,0,9,1
Director,11,Small,Retail,Urban,50,1,0,0.2,0.0,0,11,1
Consultant,21,Large,Retail,Rural,27,0,0,0.06,0.07,0,30,0
Manager,19,Medium,Healthcare,Rural,8,0,0,0.04,0.07,0,2,0
Director,16,Large,Manufacturing,Suburban,11,1,0,0.09,0.09,0,3,0
Assistant,2,Large,Finance,Urban,26,0,0,0.07,0.06,0,22,0
Executive,26,Large,Finance,Urban,14,0,0,0.1,0.05,0,5,0
Assistant,25,Medium,IT,Suburban,34,1,0,0.13,0.05,0,1,1
Consultant,19,Large,IT,Rural,19,0,0,0.2,0.04,0,13,0
Consultant,20,Small,IT,Suburban,34,0,0,0.14,0.05,0,2,0
Manager,21,Medium,Retail,Rural,45,0,0,0.03,0.0,0,26,0
Assistant,26,Medium,IT,Rural,32,0,1,0.15,0.0,0,9,1
Executive,7,Small,IT,Urban,46,0,1,0.1,0.1,0,8,1
Assistant,1,Large,IT,Urban,36,0,0,0.13,0.06,0,9,0
Assistant,22,Large,Retail,Urban,33,0,0,0.17,0.1,0,11,0
Manager,26,Small,Healthcare,Rural,47,0,0,0.07,0.04,0,8,0
Consultant,14,Large,IT,Suburban,6,1,0,0.02,0.1,0,15,0
Manager,17,Small,Manufacturing,Urban,17,0,0,0.08,0.09,0,18,0
Executive,23,Large,Retail,Suburban,26,0,0,0.03,0.07,0,9,0
Consultant,25,Large,Finance,Suburban,31,0,0,0.01,0.05,0,6,0
Consultant,26,Large,Finance,Rural,48,0,0,0.2,0.0,0,14,0
Executive,11,Medium,IT,Urban,7,0,0,0.0,0.06,0,4,0
Director,6,Large,IT,Rural,7,0,0,0.1,0.05,0,24,0
Manager,14,Medium,IT,Rural,45,0,0,0.05,0.1,0,16,0
Director,16,Small,Healthcare,Rural,12,0,0,0.1,0.05,0,30,0
Consultant,18,Large,Healthcare,Rural,20,1,0,0.16,0.02,0,1,0
Assistant,1,Large,IT,Rural,50,0,0,0.0,0.08,0,9,0
Director,5,Small,IT,Suburban,16,0,0,0.07,0.1,0,11,0
Executive,15,Small,Healthcare,Suburban,31,0,0,0.05,0.1,0,27,0
Assistant,3,Large,Retail,Urban,4,0,0,0.2,0.08,0,7,0
Assistant,3,Large,Finance,Rural,37,0,0,0.17,0.05,0,14,0
Consultant,5,Small,Finance,Urban,35,0,0,0.01,0.0,0,8,0
Consultant,20,Medium,Manufacturing,Suburban,38,0,0,0.14,0.02,0,26,0
Executive,18,Small,Manufacturing,Urban,38,0,0,0.0,0.07,0,28,0
Assistant,2,Medium,Healthcare,Urban,27,0,0,0.17,0.0,0,0,0
Manager,25,Medium,Manufacturing,Rural,12,0,0,0.13,0.02,0,20,0
Executive,27,Small,Retail,Urban,29,0,0,0.1,0.06,0,10,0
Consultant,29,Large,Finance,Suburban,9,0,0,0.01,0.08,0,4,0
Assistant,18,Medium,Healthcare,Suburban,3,0,0,0.11,0.05,0,28,0
Manager,6,Large,Retail,Urban,38,0,0,0.19,0.07,0,6,0
Consultant,10,Large,Finance,Urban,43,0,0,0.1,0.1,0,4,0
Consultant,27,Large,Finance,Suburban,48,0,0,0.18,0.04,0,1,1
Consultant,29,Large,Finance,Urban,1,0,0,0.03,0.02,0,25,0
Consultant,15,Large,Healthcare,Suburban,22,0,0,0.14,0.08,0,24,0
Assistant,18,Small,Finance,Suburban,35,0,0,0.12,0.04,0,6,0
Consultant,4,Medium,IT,Rural,7,0,0,0.18,0.02,0,5,0
Executive,2,Small,Retail,Suburban,5,0,0,0.04,0.08,0,25,0
Manager,27,Medium,Finance,Rural,10,0,0,0.2,0.04,0,3,0
Director,13,Medium,Retail,Suburban,48,0,0,0.1,0.03,0,7,0
Assistant,22,Medium,Manufacturing,Urban,35,0,0,0.18,0.1,0,11,0
Consultant,7,Large,Manufacturing,Rural,12,0,0,0.18,0.09,0,8,0
